,title,description,exploitability,risk_level,cve_id,platform,consequences,privilege,access_vector,access_complexity,confidentiality_impact,integrity_impact,availability_impact
133,Shibboleth Identity Provider denial of service,"Shibboleth Identify Provider is vulnerable to a denilal of service, caused by the creation of objects in the Java Servlet container session. An attacker could exploit this vulnerability to cause a login flow to trigger Java heap exhaustion.",Unproven,7.5,CVE-2020-27978,Shibboleth Identity Provider 3.0.0,Denial of Service,None,Network,Low,None,None,High
134,MuleSoft Mule runtime code execution,"MuleSoft Mule runtime could allow a remote attacker to execute arbitrary code on the system, caused by Java deserialization, related to Apache Commons Collections. By sending a specially-crafted request, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2019-13116,MuleSoft Mule runtime 3.7,Gain Access,None,Network,Low,High,High,High
135,Oracle Database Server Java VM unspecified,"An unspecified vulnerability in Oracle Database Server related to the Java VM component could allow an unauthenticated attacker to cause no confidentiality impact, high integrity impact, and no availability impact.",Unproven,6.8,CVE-2019-2909,Oracle Database Server 11.2.0.4,Other,None,Network,High,None,High,None
136,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the 2D component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2988,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
137,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Networking component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.1,CVE-2019-2945,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
138,Oracle Java SE unspecified,"An unspecified vulnerability in Oracle Java SE related to the Javadoc component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.7,CVE-2019-2999,Oracle Java 11.0.4,Other,None,Network,High,Low,Low,None
139,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the JAXP component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2981,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
140,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Concurrency component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2964,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
141,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the JAXP component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2973,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
142,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the 2D component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2992,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
143,"Java SE, Java SE Embedded Oracle Java SE information disclosure","An unspecified vulnerability in Java SE, Java SE Embedded Oracle Java SE related to the Security component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2894,Oracle Java 11.0.4,Obtain Information,None,Network,High,Low,None,None
144,Oracle Java SE denial of service,An unspecified vulnerability in Oracle Java SE related to the 2D component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.,Unproven,3.7,CVE-2019-2987,Oracle Java 13,Denial of Service,None,Network,High,None,None,Low
145,Oracle Java SE unspecified,"An unspecified vulnerability in Oracle Java SE related to the Hotspot component could allow an unauthenticated attacker to cause low confidentiality impact, no integrity impact, and low availability impact.",Unproven,4.8,CVE-2019-2977,Oracle Java 13,Other,None,Network,High,Low,None,Low
146,"Oracle Java SE, Java SE Embedded unspecified","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Scripting component could allow an unauthenticated attacker to cause no confidentiality impact, low integrity impact, and low availability impact.",Unproven,4.8,CVE-2019-2975,Oracle Java 11.0.4,Other,None,Network,High,None,Low,Low
147,"Java SE, Java SE Embedded information disclosure","An unspecified vulnerability in Java SE, Java SE Embedded related to the Libraries component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.",Unproven,3.1,CVE-2019-2933,Oracle Java 11.0.4,Obtain Information,None,Network,High,Low,None,None
148,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Serialization component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2983,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
149,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the 2D component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2962,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
150,"Oracle Java SE, Java SE Embedded unspecified","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Libraries component could allow an unauthenticated attacker to cause no confidentiality impact, high integrity impact, and no availability impact.",Unproven,5.9,CVE-2019-2958,Oracle Java 11.0.4,Other,None,Network,High,None,High,None
151,"Oracle Java SE, Java SE Embedded information disclosure","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Kerberos component could allow an unauthenticated attacker to obtain sensitive information resulting in a high confidentiality impact using unknown attack vectors.",Unproven,6.8,CVE-2019-2949,Oracle Java 11.0.4,Obtain Information,None,Network,High,High,None,None
152,"Oracle Java SE, Java SE Embedded unspecified","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Deployment component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.2,CVE-2019-2996,Oracle Java SE Embedded 8 u221,Other,None,Network,High,Low,Low,None
153,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Networking component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2978,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
154,Cisco Security Manager command execution,"Cisco Security Manager could allow a remote attacker to execute arbitrary commands on the system, caused by insecure deserialization of user-supplied content by the Java deserialization function. By sending a malicious serialized Java object to a specific listener, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,6.5,CVE-2019-12630,Cisco Security Manager 4.17,Gain Access,None,Network,Low,Low,Low,None
155,Eclipse Paho Java client security bypass,"Eclipse Paho Java client could allow a remote attacker to bypass security restrictions, caused by the failure to check the result when connecting to an MQTT server using TLS and setting a host name verifier. By sending a specially-crafted request, an attacker could exploit this vulnerability to allow one MQTT server to impersonate another and provide the client library with incorrect information.",Unproven,7.5,CVE-2019-11777,Eclipse Paho Java Client 1.2.0,Bypass Security,None,Network,Low,None,High,None
156,SAP NetWeaver AS for Java (Web Container) code execution,"SAP NetWeaver AS for Java (Web Container) could allow a remote authenticated attacker to execute arbitrary code on the system, caused by a code injection flaw. By sending specially-crafted request, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.1,CVE-2019-0355,SAP NetWeaver AS for Java (Web Container) 7.10,Gain Access,High,Network,Low,High,High,High
157,Apache OFBiz code execution,"Apache OFBiz could allow a remote attacker to execute arbitrary code on the system, caused by an error in the java.io.ObjectInputStream. By using Java deserialization, an attacker could exploit this vulnerability to delete arbitrary files and execute arbitrary code on the system.",Unproven,7.3,CVE-2019-0189,Apache OFBiz 16.11.01,Gain Access,None,Network,Low,Low,Low,Low
158,NSA Ghidra XXE information disclosure,"NSA Ghidra could allow a remote authenticated attacker to obtain sensitive information, caused by an XML external entity (XXE) vulnerability in the JnlpSupport in Yet Another Java Service Wrapper (YAJSW). By sending a specially-crafted XML file, a remote attacker could exploit this vulnerability to exfiltrate data from remote hosts and potentially cause denial-of-service.",Unproven,6.5,CVE-2020-6958,NSA Ghidra,Obtain Information,None,Network,Low,Low,None,Low
159,Apache Santuario XML Security for Java weak security,"Apache Santuario XML Security for Java could allow a remote attacker to bypass security restrictions, caused by the loading of XML parsing code from an untrusted source. An attacker could exploit this vulnerability to launch further attacks on the system when validating signed documents.",Unproven,5.3,CVE-2019-12400,Apache Santuario Apache Santuario XML Security for Java 2.0.0,Gain Access,None,Network,Low,None,Low,None
160,SAP NetWeaver Application Server for Java (Administrator System Overview) server-side request forgery,"SAP NetWeaver Application Server for Java (Administrator System Overview) is vulnerable to server-side request forgery, caused by a flaw in the web service. By using a specially-crafted XML file, an attacker could exploit this vulnerability to conduct SSRF attack.",Unproven,9,CVE-2019-0345,SAP NetWeaver Application Server for Java (Administrator System Overview) 7.30,Gain Access,None,Network,High,High,High,High
161,SAP NetWeaver Process Integration (Java Proxy Runtime) cross-site scripting,"SAP NetWeaver Process Integration (Java Proxy Runtime) is vulnerable to cross-site scripting, caused by improper validation of user-supplied input. A remote attacker could exploit this vulnerability using a specially-crafted URL to execute script in a victim's Web browser within the security context of the hosting Web site, once the URL is clicked. An attacker could use this vulnerability to steal the victim's cookie-based authentication credentials.",High,6.1,CVE-2019-0337,SAP NetWeaver Process Integration (Java Proxy Runtime) 7.10,Cross-Site Scripting,None,Network,Low,Low,Low,None
162,IBM Java privilege escalation,"Multiple binaries in IBM SDK, Java Technology Edition 7, 7R, and 8 on the AIX platform use insecure absolute RPATHs, which may facilitate code injection and privilege elevation by local users.  IBM X-Force ID:  163984.",Unproven,8.4,CVE-2019-4473,IBM Java 7,Gain Privileges,None,Local,Low,High,High,High
163,Eclipse OpenJ9 String.getBytes privilege escalation,"Eclipse OpenJ9 could allow a local attacker to gain elevated privileges on the system, caused by an out-of-bounds write in the String.getBytes method. An attacker could exploit this vulnerability to corrupt memory and write to any 32-bit address or beyond the end of a byte array within Java code run under a SecurityManager.",Unproven,8.4,CVE-2019-11772,IBM and Eclipse Foundation OpenJ9 0.11,Gain Privileges,None,Local,Low,High,High,High
164,Oracle Database Server Java VM  unspecified,"An unspecified vulnerability in Oracle Database Server related to the Java VM  component could allow an authenticated attacker to cause no confidentiality impact, high integrity impact, and high availability impact.",Unproven,6.8,CVE-2019-2749,Oracle Database Server 11.2.0.4,Other,Low,Network,High,None,High,High
165,Oracle GraalVM Enterprise Edition Java unspecified,"An unspecified vulnerability in Oracle GraalVM related to the GraalVM Enterprise Edition Java component could allow an unauthenticated attacker to cause no confidentiality impact, high integrity impact, and high availability impact.",Unproven,6.8,CVE-2019-2862,Oracle Financial Services Regulatory Reporting for European Banking Authority 8.0.6,Other,None,Network,High,None,High,High
166,Oracle Java SE Security information disclosure,An unspecified vulnerability in Oracle Java SE related to the Java SE Security component could allow an unauthenticated attacker to obtain sensitive information resulting in a high confidentiality impact using unknown attack vectors.,Unproven,5.1,CVE-2019-2745,Oracle Java 11.0.3,Obtain Information,None,Local,High,High,None,None
167,Oracle Java SE JSSE information disclosure,An unspecified vulnerability in Oracle Java SE related to the Java SE JSSE component could allow an unauthenticated attacker to obtain sensitive information resulting in a high confidentiality impact using unknown attack vectors.,Unproven,5.3,CVE-2019-2821,Oracle Java SE 11.0.3,Obtain Information,None,Network,High,High,None,None
168,Oracle Java SE Security information disclosure,An unspecified vulnerability in Oracle Java SE related to the Java SE Security component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.,Unproven,3.1,CVE-2019-2818,Oracle Java SE 11.0.3,Obtain Information,None,Network,High,Low,None,None
169,Oracle Java SE JCE denial of service,An unspecified vulnerability in Oracle Java SE related to the Java SE JCE component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.,Unproven,3.7,CVE-2019-2842,Oracle Java SE 8 u212,Denial of Service,None,Network,High,None,None,Low
170,"Oracle Java SE, Java SE Embedded Networking information disclosure","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Networking component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.",Unproven,3.1,CVE-2019-2766,Oracle Java 11.0.3,Obtain Information,None,Network,High,Low,None,None
171,"Oracle Java SE, Java SE Embedded Utilities denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Utilities component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,5.3,CVE-2019-2769,Oracle Java 11.0.3,Denial of Service,None,Network,Low,None,None,Low
172,"Oracle Java SE, Java SE Embedded Networking unspecified","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Networking component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.8,CVE-2019-2816,Oracle Java 11.0.3,Other,None,Network,High,Low,Low,None
173,"Oracle Java SE, Java SE Embedded Utilities denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Utilities component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,5.3,CVE-2019-2762,Oracle Java 11.0.3,Denial of Service,None,Network,Low,None,None,Low
174,"Oracle Java SE, Java SE Embedded Security information disclosure","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Security component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.",Unproven,3.4,CVE-2019-2786,Oracle Java 11.0.3,Obtain Information,None,Network,High,Low,None,None
175,Jeesite ActDao.java SQL injection,"Jeesite is vulnerable to SQL injection. A remote authenticated attacker could send specially-crafted SQL statements to the  src/main/java/com.thinkgem.jeesite/modules/act/ActDao.java, which could allow the attacker to view, add, modify or delete information in the back-end database.",High,5.4,CVE-2019-1010201,Jeesite Jeesite 1.2.7,Data Manipulation,Low,Network,Low,Low,Low,None
176,SAP NetWeaver Application Server for Java (Startup Framework) information disclosure,"SAP NetWeaver Application Server for Java (Startup Framework) could allow a remote attacker to obtain sensitive information, caused by improper access control. By sending a specially-crafted request, an attacker could exploit this vulnerability to obtain sensitive information, and use this information to launch further attacks against the affected system.",Unproven,5.3,CVE-2019-0318,SAP NetWeaver Application Server for Java (Startup Framework) 7.21,Obtain Information,Low,Network,High,High,None,None
177,SAP NetWeaver for Java Application Server (Web Container) file upload,"SAP NetWeaver for Java Application Server (Web Container) could allow a remote authenticated attacker to upload arbitrary files, caused by the improper validation of file extensions. By sending a specially-crafted HTTP request, a remote attacker could exploit this vulnerability to upload a malicious file, which could allow the attacker to execute arbitrary code on the vulnerable system.",Unproven,5.9,CVE-2019-0327,SAP NetWeaver for Java Application Server (Web Container) 7.1,Gain Access,High,Network,Low,Low,Low,Low
178,Akamai CloudTest command execution,"Akamai CloudTest could allow a remote attacker to execute arbitrary command on the system, caused by insecure Java deserialization between certain parameters. By sending a specially-crafted request, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,9.8,CVE-2019-11011,Akamai CloudTest 58,Gain Access,None,Network,Low,High,High,High
179,CESICAT accesuniversitat.gencat.cat Java API information disclosure,"CESICAT accesuniversitat.gencat.cat could allow a remote attacker to obtain sensitive information, caused by a flaw in the Java API. By sending a specially-crafted request, an attacker could exploit this vulnerability to obtain registered student's personal information, and use this information to launch further attacks against the affected system.",Unproven,5.3,CVE-2019-12837,CESICAT accesuniversitat.gencat.cat 1.7.5,Obtain Information,None,Network,Low,Low,None,None
180,Mozilla Firefox JNLP code execution,"Mozilla Firefox could allow a remote attacker to execute arbitrary code on the system, caused by the failure to treat files with the .JNLP extension used for ""Java web start"" applications as executabel content. By persuading a victim to visit a specially-crafted Web site, a remote attacker could exploit this vulnerability using unknown attack vectors to execute arbitrary code on the vulnerable system or cause a denial of service.",Unproven,8.8,CVE-2019-11696,Mozilla Firefox 66,Gain Access,None,Network,Low,High,High,High
181,Red Hat Keycloak code execution,"Red Hat Keycloak could allow a remote attacker to execute arbitrary code on the system, caused by the lack of type checks in ObjectInputStream. By sending a specially-crafted request, an attacker could exploit this vulnerability to inject arbitrarily serialized Java Objects and execute arbitrary code on the system.",Unproven,9.8,CVE-2020-1714,Red Hat Keycloak 10.0.0,Gain Access,None,Network,Low,High,High,High
182,Eclipse OpenJ9 Java bytecode verifier denial of service,"Eclipse OpenJ9 is vulnerable to a denial of service, caused by the execution of a method past the end of bytecode array by the Java bytecode verifier. A remote attacker could exploit this vulnerability to cause the application to crash.",Unproven,7.5,CVE-2019-10245,IBM and Eclipse Foundation OpenJ9 0.11,Denial of Service,None,Network,Low,None,None,High
183,Jenkins GitLab Plugin cross-site request forgery,"Jenkins GitLab Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.2,CVE-2019-10300,Jenkins GitLab Plugin 1.5.11,Gain Access,None,Network,High,Low,Low,None
184,Jenkins XebiaLabs XL Deploy Plugin cross-site request forgery,"Jenkins XebiaLabs XL Deploy Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.2,CVE-2019-10304,Jenkins XebiaLabs XL Deploy Plugin 7.5.3,Gain Access,None,Network,High,Low,Low,None
185,Oracle Database Server Java VM  unspecified,An unspecified vulnerability in Oracle Database Server related to the Java VM  component could allow an authenticated attacker to take control of the system.,Unproven,7.5,CVE-2019-2518,Oracle Database Server 11.2.0.4,Other,Low,Network,High,High,High,High
186,Oracle Java SE Windows DLL unspecified,An unspecified vulnerability in Oracle Java SE related to the Java SE Windows DLL component could allow an unauthenticated attacker to take control of the system.,Unproven,9,CVE-2019-2699,Oracle Java SE 8 u202,Other,None,Network,High,High,High,High
187,Oracle Java SE 2D unspecified,An unspecified vulnerability in Oracle Java SE related to the Java SE 2D component could allow an unauthenticated attacker to take control of the system.,Unproven,8.1,CVE-2019-2697,Oracle Java SE 7 u211,Other,None,Network,High,High,High,High
188,"Oracle Java SE, Java SE Embedded RMI unspecified","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded RMI component could allow an unauthenticated attacker to cause no confidentiality impact, high integrity impact, and no availability impact.",Unproven,5.9,CVE-2019-2684,Oracle Java 11.0.2,Other,None,Network,High,None,High,None
189,Oracle Java SE 2D unspecified,An unspecified vulnerability in Oracle Java SE related to the Java SE 2D component could allow an unauthenticated attacker to take control of the system.,Proof of Concept,8.1,CVE-2019-2698,Oracle Java SE 7 u211,Other,None,Network,High,High,High,High
190,"Oracle Java SE, Java SE Embedded Libraries denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Libraries component could allow an unauthenticated attacker to cause a denial of service resulting in a high availability impact using unknown attack vectors.",Unproven,7.5,CVE-2019-2602,Oracle Java 11.0.2,Denial of Service,None,Network,Low,None,None,High
191,Jenkins Netsparker Cloud Scan Plugin cross-site request forgery,"Jenkins Netsparker Cloud Scan Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-10289,Jenkins Netsparker Cloud Scan Plugin 1.1.5,Gain Access,None,Network,Low,None,Low,None
192,Jenkins Kmap Plugin cross-site request forgery,"Jenkins Kmap Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-10292,Jenkins Kmap Plugin,Gain Access,None,Network,Low,None,Low,None
193,Jenkins Gearman Plugin cross-site request forgery,"Jenkins Gearman Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-1003082,Jenkins Gearman Plugin,Gain Access,None,Network,Low,None,Low,None
194,Jenkins Nomad Plugin cross-site request forgery,"Jenkins Nomad Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-1003092,Jenkins Nomad Plugin,Gain Access,None,Network,Low,None,Low,None
195,Jenkins openid Plugin cross-site request forgery,"Jenkins openid Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-1003098,Jenkins openid Plugin,Gain Access,None,Network,Low,None,Low,None
196,Jenkins Chef Sinatra Plugin cross-site request forgery,"Jenkins Chef Sinatra Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-1003086,Jenkins Chef Sinatra Plugin,Gain Access,None,Network,Low,None,Low,None
197,Jenkins Audit to Database Plugin cross-site request forgery,"Jenkins Audit to Database Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-1003076,Jenkins Audit to Database Plugin,Gain Access,None,Network,Low,None,Low,None
198,Jenkins VMware Lab Manager Slaves Plugin cross-site request forgery,"Jenkins VMware Lab Manager Slaves Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-1003078,Jenkins VMware Lab Manager Slaves Plugin,Gain Access,None,Network,Low,None,Low,None
199,Jenkins SOASTA CloudTest Plugin cross-site request forgery,"Jenkins SOASTA CloudTest Plugin is vulnerable to cross-site request forgery, caused by improper validation of user-supplied input by the Java component. By persuading an authenticated user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to perform unauthorized actions. An attacker could exploit this vulnerability to perform cross-site scripting attacks, Web cache poisoning, and other malicious activities.",Unproven,4.3,CVE-2019-1003090,Jenkins SOASTA CloudTest Plugin,Gain Access,None,Network,Low,None,Low,None
